# Pathway	GF2_hFMT2A_S44_Abundance-CPM	GF2_mjMb2B_input_S53_Abundance-CPM	GF2_myFMT1_S56_Abundance-CPM	GF3_AMS001_inoc1_S36_Abundance-CPM	HF10_hFMT1_S68_Abundance-CPM	HF9_hFMT2_S42_Abundance-CPM	Healthy_cecalSeekatz26_S2_Abundance-CPM	c21_1835_3_S30_Abundance-CPM	c21_1836_2_S31_Abundance-CPM	c21_1836_3_S110_Abundance-CPM	c21_1837_1_S114_Abundance-CPM	c21_1837_2_S143_Abundance-CPM	c21_1837_3_S138_Abundance-CPM	c21_1839_1_S139_Abundance-CPM	c21_1839_2_S115_Abundance-CPM	c21_1841_1_S137_Abundance-CPM	c21_1901_3_S29_Abundance-CPM	c21_1907_1_S69_Abundance-CPM	cecal_1191_2_S134_Abundance-CPM	cecal_1275_1_S135_Abundance-CPM	cecal_1275_2_S136_Abundance-CPM	cecal_19_1210_1_S77_Abundance-CPM	cecal_19_1210_3_S80_Abundance-CPM	cecal_19_1212_3_S84_Abundance-CPM	cecal_d21_1199_2_S99_Abundance-CPM	cecal_d21_1199_3_S100_Abundance-CPM	cecal_d21_1200_1_S90_Abundance-CPM	cecal_d21_1200_3_S94_Abundance-CPM	cecal_d21_1200_4_S133_Abundance-CPM	cecal_d21_1203_1_S89_Abundance-CPM	cecal_d21_1203_4_S103_Abundance-CPM	cecal_d21_1205_2_S88_Abundance-CPM	cecal_d21_1205_4_S93_Abundance-CPM	cecal_d21_1207_2_S97_Abundance-CPM	cecal_d21_1207_3_S95_Abundance-CPM	cecal_d21_1207_4_S102_Abundance-CPM	cecal_d21_1209_3_S96_Abundance-CPM	cecal_d25_2935_S59_Abundance-CPM	cecal_d25_3739_S45_Abundance-CPM	cecal_d25_5925_S43_Abundance-CPM	cecal_d25_5942_S46_Abundance-CPM	cecal_d28_429_S66_Abundance-CPM	cecal_d28_448_S65_Abundance-CPM	cecal_d28_5505_S67_Abundance-CPM	cecal_d28_5520_S64_Abundance-CPM	cecal_d42_1216_1_S92_Abundance-CPM	cecal_d42_1216_2_S87_Abundance-CPM	cecal_d42_1217_2_S91_Abundance-CPM	cecal_d42_1223_5_S101_Abundance-CPM	cecal_d42_1225_1_S98_Abundance-CPM	cecal_d42_1225_2_S132_Abundance-CPM	cecal_d46_2933_S48_Abundance-CPM	cecal_d46_2949_S47_Abundance-CPM	cecal_d46_2956_S58_Abundance-CPM	cecal_d46_2966_S38_Abundance-CPM	cecal_d46_3755_S49_Abundance-CPM	cecal_d46_3765_S39_Abundance-CPM	cecal_d46_3827_S57_Abundance-CPM	cecal_d46_3_C18_C23836_S51_Abundance-CPM	cecal_d46_4837_S52_Abundance-CPM	cecal_d46_4914_S54_Abundance-CPM	cecal_d46_5957_S50_Abundance-CPM	cecal_d46_5964_S55_Abundance-CPM	d0_1840_2_S112_Abundance-CPM	d11_1203_1_S72_Abundance-CPM	d11_1205_2_S75_Abundance-CPM	d11_1840_1_S21_Abundance-CPM	d11_1840_2_S24_Abundance-CPM	d11_1840_3_S27_Abundance-CPM	d11_1901Seekatz24_S1_Abundance-CPM	d18_1835_1_S25_Abundance-CPM	d18_1835_3_S22_Abundance-CPM	d18_1836_2_S111_Abundance-CPM	d18_1836_3_S105_Abundance-CPM	d18_1836_4_S116_Abundance-CPM	d18_1837_1_S142_Abundance-CPM	d18_1837_2_S113_Abundance-CPM	d18_1839_1_S108_Abundance-CPM	d18_1839_2_S34_Abundance-CPM	d18_1839_3_S109_Abundance-CPM	d18_1840Seekatz18_S3_Abundance-CPM	d18_1901_3_S26_Abundance-CPM	d18_1907_1_S71_Abundance-CPM	d19_1199_2_S79_Abundance-CPM	d19_1199_3_S81_Abundance-CPM	d19_1200_1_S83_Abundance-CPM	d19_1200_2_S78_Abundance-CPM	d19_1203Seekatz34_S6_Abundance-CPM	d19_1203_1_S35_Abundance-CPM	d19_1203_3_S32_Abundance-CPM	d19_1205_2_S82_Abundance-CPM	d19_1207_1_S85_Abundance-CPM	d19_1207_4_S33_Abundance-CPM	d21_2935_S37_Abundance-CPM	d21_3739_S36_Abundance-CPM	d21_429_S63_Abundance-CPM	d21_448_S62_Abundance-CPM	d21_5220_S61_Abundance-CPM	d21_5505_S60_Abundance-CPM	d21_5925_S40_Abundance-CPM	d21_5942_S41_Abundance-CPM	d4_1203_2_S131_Abundance-CPM	d4_1205_2_S73_Abundance-CPM	d4_1840_1_S140_Abundance-CPM	d4_1840_2_S141_Abundance-CPM	dGF2_hFMT1B_S117_Abundance-CPM	dn7_1203_1_S74_Abundance-CPM	dn7_1205_1_S76_Abundance-CPM	dn7_1835_1_S23_Abundance-CPM	dn7_1840_2_S106_Abundance-CPM	dn7_1840_3_S107_Abundance-CPM	healthy_cecal_1913_1_S28_Abundance-CPM	healthy_cecal_1913_2_S70_Abundance-CPM	humanDonor_exp2_S86_Abundance-CPM	mouseFMT_exp1_S130_Abundance-CPM
UNMAPPED	166112	563419	472230	169047	152496	156914	581582	155627	157050	135155	147176	126677	136959	151924	152482	134757	484182	111940	333155	575634	509733	157814	137405	164424	168438	153478	168913	170583	208604	241061	191515	472494	473506	226428	281523	240419	478973	165353	143654	141517	144240	139975	147089	136993	138095	162965	109808	106282	151987	141115	147929	409682	407063	181130	149440	402441	139309	162253	415436	146287	150213	152040	144989	217690	262756	296582	146744	152654	138046	239588	168876	160855	132844	131449	143445	151716	158037	154317	158377	147818	467812	449525	127031	174993	152588	141751	137546	209109	166884	220226	426794	299907	223782	143014	140815	127143	138967	135729	141068	151384	145706	335563	145077	160518	135344	161730	497848	521435	498908	516925	443381	545761	518619	284204	559812
UNINTEGRATED	771572	406864	491601	771862	783305	781538	394763	798687	796695	817613	801740	821231	811215	797358	799742	815823	480304	838849	623220	399857	456904	788013	808880	775599	790649	799989	787102	792724	746934	703159	750553	494984	497029	722998	674380	704937	492590	782844	806842	812139	810857	810284	802253	813484	814732	769705	816081	813769	798586	819558	805249	555717	561960	757289	795487	564128	806335	793692	548304	804759	799835	806094	809493	728930	669152	641673	782172	777674	789832	717333	784021	792074	816435	825169	807115	794450	789544	792660	789076	800009	502098	511645	821059	776088	796726	815889	818791	733926	766235	717893	536800	650481	725703	804039	809893	820699	811983	814131	807907	800079	805893	604591	802244	774823	797371	778813	481265	444459	465893	456650	520659	428829	450910	665631	406893
UNINTEGRATED|g__Acetatifactor.s__Acetatifactor_muris	0	4337.16	0	0	0	0	1556.92	0	0	0	0	0	0	0	0	0	2970.86	0	518.562	0	1094.21	0	0	0	0	0	0	0	0	0	0	1264.37	2680.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2951.41	3683.92	0	0	0	0	0	8697.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1560.06	352.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.603	0	1339.22	0	0	5890.77	2274.22	0	0
UNINTEGRATED|g__Actinomyces.s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.1961	0
UNINTEGRATED|g__Actinomyces.s__Actinomyces_sp_HMSC035G02	0	0	0	170.485	157.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Actinomyces.s__Actinomyces_sp_HPA0247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.3028	0
UNINTEGRATED|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1516.41	0	0	722.123	754.843	859.743	0	753.142	0	0	0	0	0	0	0	637.433	0	282.867	0	0	0	125.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1972.95	905.717	295.487	135.927	0	336.337	104.764	94.0535	0	0	0	0	0	0	0	0	0	0	0	252.107	0	0	0	0	311.489	0	0	0	0	0	0	0	0	594.651	602.022	0	0	0	663.813	237.132	0	330.125	0	0	0	333.843	0	0	0	0	0	0	0	0	0	0	966.354	785.159	0	0	822.531	572.353	470.608	354.654	0	0	0	0	1176.03	0	0	0	0	0	0	0	263.906	0
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	4640.27	0	0	1393.62	1139.99	1159.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2039.63	1143.71	1726.29	0	1895.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3349.76	3524.92	5433.83	0	0	0	0	4088.54	0	0	0	0	0	0	0	265.719	0
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	0	1741.24	1419.64	407.453	0	0	978.99	271.479	64363	35508.7	12928.4	0	0	56900.9	51993.6	0	5957.63	0	10805.2	21733.9	5290.42	30004.2	17985.5	20963.9	12453.4	68624.7	37668.7	12778	23708.7	127270	111570	1058.75	654.375	117631	133844	140482	3357.61	3014.65	0	0	0	0	5179.46	0	0	188167	193383	197801	33274.5	38589.3	58086.7	0	0	136126	0	0	2566.26	0	0	0	0	0	0	0	119555	303878	177163	180114	214954	0	356.372	129.323	29260.3	23704.5	35128.9	0	0	48146.2	52255.9	105560	0	4168.93	0	72044.5	49806.4	29178.2	13569.4	74381.6	100899	57588.5	6393.49	64574.6	22804.3	0	0	3168.82	0	0	0	0	0	60730.8	10396.4	65064.3	35540	0	0	1605.18	699.445	868.304	3840.18	547.053	1759.79	53215.5	574.059
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	0	0	0	118.189	61.4839	300.476	0	840.051	516.651	586.93	11922.4	6320.21	16177.4	5191.49	12515.6	1443.06	0	952.69	0	0	0	2771.48	1047.9	10597.5	2848.66	2988.17	2739.74	2388.92	2082.55	0	0	0	0	0	0	0	0	3568.78	4034.53	636.427	878.618	1061.77	22194.7	1300.61	21653	0	0	0	3260.99	4900.95	4241.16	0	0	0	0	0	2082.86	0	0	961.939	1330.92	657.931	922.728	0	0	0	0	0	0	0	640.777	486.265	437.594	379.07	362.926	3930.85	3271.9	0	1201.87	0	0	0	616.268	4449.23	3332.57	2051.89	3949.15	0	0	0	0	0	0	2195.35	2287.03	5846.13	7389.45	8703.02	572.775	906.03	548.872	0	0	0	0	0	0	0	0	0	393.696	0	0	0	0
